claim_id,dataset,detector,seed_or_seed_aggregation,phase_rule,nominal_fpr_target,evaluation_unit,analysis_detail,metric,metric_definition,exact_numeric_value,value_unit,ci_lower_95,ci_upper_95,ci_method,ci_source_csv,ci_source_rows,source_csv,source_file,source_rows,corresponding_figure,evidence_status
E019371,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=cruise; audit_phase=cruise; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.023875487914496448,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1230,,confirmatory
E019372,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=cruise; audit_phase=cruise; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,81213,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1230,,confirmatory
E019373,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=cruise; audit_phase=cruise; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,1939,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1230,,confirmatory
E019374,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=cruise; audit_phase=cruise; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1230,,confirmatory
E019375,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=cruise; audit_phase=descent; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.024108271713727442,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1231,,confirmatory
E019376,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=cruise; audit_phase=descent; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,104404,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1231,,confirmatory
E019377,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=cruise; audit_phase=descent; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,2517,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1231,,confirmatory
E019378,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=cruise; audit_phase=descent; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1231,,confirmatory
E019379,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=climb; flight_class=1,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.005670396927784945,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1232,,confirmatory
E019380,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=climb; flight_class=1,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,33331,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1232,,confirmatory
E019381,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=climb; flight_class=1,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,189,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1232,,confirmatory
E019382,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=climb; flight_class=1,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1232,,confirmatory
E019383,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=cruise; flight_class=1,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.00646551724137931,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1233,,confirmatory
E019384,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=cruise; flight_class=1,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,52432,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1233,,confirmatory
E019385,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=cruise; flight_class=1,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,339,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1233,,confirmatory
E019386,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=cruise; flight_class=1,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1233,,confirmatory
E019387,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=descent; flight_class=1,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.006394104418976402,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1234,,confirmatory
E019388,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=descent; flight_class=1,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,73818,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1234,,confirmatory
E019389,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=descent; flight_class=1,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,472,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1234,,confirmatory
E019390,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_14,calibration_phase=cruise; audit_phase=descent; flight_class=1,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1234,,confirmatory
E019391,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=climb; flight_class=2,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.00700753465008837,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1235,,confirmatory
E019392,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=climb; flight_class=2,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,64502,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1235,,confirmatory
E019393,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=climb; flight_class=2,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,452,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1235,,confirmatory
E019394,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=climb; flight_class=2,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1235,,confirmatory
E019395,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=cruise; flight_class=2,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.012300623991919061,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1236,,confirmatory
E019396,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=cruise; flight_class=2,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,61379,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1236,,confirmatory
E019397,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=cruise; flight_class=2,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,755,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1236,,confirmatory
E019398,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=cruise; flight_class=2,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1236,,confirmatory
E019399,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=descent; flight_class=2,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.011609133543476589,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1237,,confirmatory
E019400,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=descent; flight_class=2,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,91049,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1237,,confirmatory
E019401,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=descent; flight_class=2,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,1057,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1237,,confirmatory
E019402,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_15,calibration_phase=cruise; audit_phase=descent; flight_class=2,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1237,,confirmatory
E019403,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=climb; flight_class=mixed,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.006705183198464237,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1238,,confirmatory
E019404,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=climb; flight_class=mixed,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,326613,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1238,,confirmatory
E019405,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=climb; flight_class=mixed,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,2190,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1238,,confirmatory
E019406,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=climb; flight_class=mixed,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1238,,confirmatory
E019407,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=cruise; flight_class=mixed,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.017202029321588812,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1239,,confirmatory
E019408,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=cruise; flight_class=mixed,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,436402,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1239,,confirmatory
E019409,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=cruise; flight_class=mixed,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,7507,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1239,,confirmatory
E019410,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=cruise; flight_class=mixed,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1239,,confirmatory
E019411,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=descent; flight_class=mixed,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.01887094104547233,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1240,,confirmatory
E019412,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=descent; flight_class=mixed,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,531664,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1240,,confirmatory
E019413,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=descent; flight_class=mixed,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,10033,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1240,,confirmatory
E019414,DS03 confirmation,lstm_autoencoder,2,primary,0.01,pooled,calibration_phase=cruise; audit_phase=descent; flight_class=mixed,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.06006099656224251,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1240,,confirmatory
E019415,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=climb; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.003885442125712853,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1241,,confirmatory
E019416,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=climb; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,63828,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1241,,confirmatory
E019417,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=climb; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,248,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1241,,confirmatory
E019418,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=climb; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1241,,confirmatory
E019419,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=cruise; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.020245637259537094,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1242,,confirmatory
E019420,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=cruise; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,95181,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1242,,confirmatory
E019421,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=cruise; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,1927,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1242,,confirmatory
E019422,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=cruise; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1242,,confirmatory
E019423,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=descent; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.02688272658219487,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1243,,confirmatory
E019424,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=descent; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,90839,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1243,,confirmatory
E019425,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=descent; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,2442,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1243,,confirmatory
E019426,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_10,calibration_phase=descent; audit_phase=descent; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1243,,confirmatory
E019427,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=climb; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.004505426991603522,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1244,,confirmatory
E019428,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=climb; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,63479,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1244,,confirmatory
E019429,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=climb; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,286,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1244,,confirmatory
E019430,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=climb; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1244,,confirmatory
E019431,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=cruise; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.01444810476655279,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1245,,confirmatory
E019432,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=cruise; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,98352,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1245,,confirmatory
E019433,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=cruise; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,1421,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1245,,confirmatory
E019434,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=cruise; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1245,,confirmatory
E019435,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=descent; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.019662695218161327,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1246,,confirmatory
E019436,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=descent; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,99376,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1246,,confirmatory
E019437,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=descent; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,1954,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1246,,confirmatory
E019438,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_11,calibration_phase=descent; audit_phase=descent; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1246,,confirmatory
E019439,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=climb; flight_class=1,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.007679927718327357,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1247,,confirmatory
E019440,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=climb; flight_class=1,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,35417,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1247,,confirmatory
E019441,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=climb; flight_class=1,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,272,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1247,,confirmatory
E019442,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=climb; flight_class=1,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1247,,confirmatory
E019443,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=cruise; flight_class=1,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.0032396279653046293,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1248,,confirmatory
E019444,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=cruise; flight_class=1,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,47845,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1248,,confirmatory
E019445,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=cruise; flight_class=1,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,155,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1248,,confirmatory
E019446,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=cruise; flight_class=1,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1248,,confirmatory
E019447,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=descent; flight_class=1,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.005611128044556513,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1249,,confirmatory
E019448,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=descent; flight_class=1,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,72178,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1249,,confirmatory
E019449,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=descent; flight_class=1,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,405,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1249,,confirmatory
E019450,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_12,calibration_phase=descent; audit_phase=descent; flight_class=1,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1249,,confirmatory
E019451,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=climb; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.006797262928424367,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1250,,confirmatory
E019452,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=climb; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,66056,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1250,,confirmatory
E019453,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=climb; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,449,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1250,,confirmatory
E019454,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=climb; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1250,,confirmatory
E019455,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=cruise; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.017152426335685172,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1251,,confirmatory
E019456,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=cruise; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,81213,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1251,,confirmatory
E019457,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=cruise; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,1393,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1251,,confirmatory
E019458,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=cruise; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1251,,confirmatory
E019459,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=descent; flight_class=3,false_alarm_rate,Healthy audit-phase rows exceeding the calibration-phase threshold / healthy audit-phase rows.,0.020315313589517645,fraction,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1252,,confirmatory
E019460,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=descent; flight_class=3,n,Number of healthy audit-phase rows in this cross-phase transfer cell.,104404,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1252,,confirmatory
E019461,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=descent; flight_class=3,false_alarms,Number of healthy audit-phase rows exceeding the transferred threshold.,2121,rows,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1252,,confirmatory
E019462,DS03 confirmation,lstm_autoencoder,2,primary,0.01,engine_13,calibration_phase=descent; audit_phase=descent; flight_class=3,threshold,Score threshold estimated from the specified calibration phase at the nominal FPR target.,0.0720134973526001,score,,,,,,results/confirmation_ds03/threshold_transfer_matrix.csv,,1252,,confirmatory
